"Aplicação do recurso","Especificação do material ou serviço","",""
"Capital"," Prateleira de aco","",""
"Capital"," Prateleira de madeira","",""
"Capital"," Prateleira inclinada","",""
"Capital"," Pre-amplificador","",""
"Capital"," Pre-dolby","",""
"Capital"," Prensa","",""
"Capital"," Prensa de ferro","",""
"Capital"," Prensa de madeira","",""
"Capital"," Prensa hidraulica","",""
"Capital"," Preparador de alimentos","",""
"Capital"," Pressao de pernas","",""
"Capital"," Pressostato","",""
"Capital"," Processador de alimentos","",""
"Capital"," Processador de efeitos","",""
"Capital"," Processador de voz","",""
"Capital"," Processador digital","",""
"Capital"," Processadora automatica para raio x","",""
"Capital"," Processadora de microfilme","",""
"Capital"," Processadora para raio x","",""
"Capital"," Profilax","",""
"Capital"," Programador horario","",""
"Capital"," Projetor de filmes","",""
"Capital"," Projetor de imagens","",""
"Capital"," Projetor de multimidia","",""
"Capital"," Projetor de optotipos","",""
"Capital"," Projetor de slides","",""
"Capital"," Projetor de som","",""
"Capital"," Projetor elipsoidal","",""
"Capital"," Projetor fresnel","",""
"Capital"," Projetor hermetico","",""
"Capital"," Projetor multimidia","",""
"Capital"," Projetor oftalmologico","",""
"Capital"," Pro-mixer","",""
"Capital"," Propulsora de graxa","",""
"Capital"," Propulsora de oleo","",""
"Capital"," Protocolador","",""
"Capital"," Prumo optico","",""
"Capital"," Psofometro","",""
"Capital"," Pulpito","",""
"Capital"," Pulverizador","",""
"Capital"," Pupilometro de reflexo corneano","",""
"Capital"," Purificador de agua","",""
"Capital"," Puxada alta","",""
"Capital"," Quadriplicador de imagens","",""
"Capital"," Quadro branco","",""
"Capital"," Quadro com mapa","",""
"Capital"," Quadro de aviso","",""
"Capital"," Quadro de chaves","",""
"Capital"," Quadro de editais","",""
"Capital"," Quadro de madeira","",""
"Capital"," Quadro de metal","",""
"Capital"," Quadro de ordens","",""
"Capital"," Quadro imantado","",""
"Capital"," Quadro interativo","",""
"Capital"," Quadro mural","",""
"Capital"," Quadro negro","",""
"Capital"," Quadro para flip-shart","",""
"Capital"," Quadro para plantas","",""
"Capital"," Quiosque","",""
"Capital"," Rack","",""
"Capital"," Rack de iluminacao","",""
"Capital"," Rack de madeira","",""
"Capital"," Rack para som","",""
"Capital"," Rack para transceptor movel","",""
"Capital"," Rack unidade de acessorios central p/telefones ks","",""
"Capital"," Radio comunicador","",""
"Capital"," Radio gravador","",""
"Capital"," Radio transmissor","",""
"Capital"," Radiofoto digital","",""
"Capital"," Radiometro","",""
"Capital"," Reanimador","",""
"Capital"," Rebarbador de cilindros","",""
"Capital"," Rebitadeira","",""
"Capital"," Rebitadeira para lona de freio","",""
"Capital"," Rebitador","",""
"Capital"," Rebobinador de filme","",""
"Capital"," Recarregador","",""
"Capital"," Receptor de satelite","",""
"Capital"," Receptor gps","",""
"Capital"," Receptor para antena parabolica","",""
"Capital"," Receptor para microfone","",""
"Capital"," Receptor para microfone lapela","",""
"Capital"," Receptor para microfone sem fio","",""
"Capital"," Receptor uhf","",""
"Capital"," Recipientes para oleo","",""
"Capital"," Recortador de gesso","",""
"Capital"," Redutor a rosca","",""
"Capital"," Redutor de velocidade","",""
"Capital"," Refiladora de papel","",""
"Capital"," Refletor odontologico","",""
"Capital"," Refletor parabolico","",""
"Capital"," Refrator oftalmologico","",""
"Capital"," Refresqueira","",""
"Capital"," Refrigerador","",""
"Capital"," Registrador de dados","",""
"Capital"," Registrador de excesso de velocidade","",""
"Capital"," Registrador de pressao manometrica","",""
"Capital"," Registrador de violacao de faixa de retencao","",""
"Capital"," Registrador pneumatico de pressao","",""
"Capital"," Regua antropometrica","",""
"Capital"," Regua calimetro","",""
"Capital"," Regua de conexao","",""
"Capital"," Regua de som","",""
"Capital"," Regulador automatico de pressao","",""
"Capital"," Regulador de acetileno","",""
"Capital"," Regulador de oxigenio","",""
"Capital"," Regulador de pressao","",""
"Capital"," Regulador de tensao","",""
"Capital"," Regulador de vacuo","",""
"Capital"," Relogio","",""
"Capital"," Relogio datador","",""
"Capital"," Relogio de parede","",""
"Capital"," Relogio de ponto","",""
"Capital"," Relogio de vigia","",""
"Capital"," Relogio de xadrez","",""
"Capital"," Relogio horodatador","",""
"Capital"," Relogio protocolador","",""
"Capital"," Relogio time para tratamento","",""
"Capital"," Remada","",""
"Capital"," Remada sentada","",""
"Capital"," Renovador de ar","",""
"Capital"," Repinique","",""
"Capital"," Repique","",""
"Capital"," Reprodutor de imagens","",""
"Capital"," Requinta","",""
"Capital"," Resfriador","",""
"Capital"," Resfriador posterior","",""
"Capital"," Respigadeira","",""
"Capital"," Respirador","",""
"Capital"," Respirador artificial","",""
"Capital"," Respirador eletronico","",""
"Capital"," Ressucitador","",""
"Capital"," Resusci-anne","",""
"Capital"," Retificadeira","",""
"Capital"," Retificador","",""
"Capital"," Retificador de baterias","",""
"Capital"," Retificador de forca","",""
"Capital"," Retificador de solda","",""
"Capital"," Retificador para pabx","",""
"Capital"," Retificadora pneumatica","",""
"Capital"," Retinoscopio","",""
"Capital"," Retinoscopio de coluna","",""
"Capital"," Retroescavadeira","",""
"Capital"," Retroprojetor","",""
"Capital"," Revisteiro","",""
"Capital"," Revolver","",""
"Capital"," Revolver finca pinos","",""
"Capital"," Revolver para graxa","",""
"Capital"," Roca","",""
"Capital"," Roca de pedal","",""
"Capital"," Roca eletrica","",""
"Capital"," Roçadeira","",""
"Capital"," Roda de ombro","",""
"Capital"," Roda gigante","",""
"Capital"," Roda panoramica","",""
"Capital"," Roller mouse","",""
"Capital"," Ropueiro de aco","",""
"Capital"," Rotacao dupla diagonal","",""
"Capital"," Rotacao vertical","",""
"Capital"," Roteador","",""
"Capital"," Rotor de aeracao","",""
"Capital"," Rotulador","",""
"Capital"," Roupeiro","",""
"Capital"," Roupeiro de aco","",""
"Capital"," Roupeiro de madeira","",""
"Capital"," Router","",""
"Capital"," Saca polia","",""
"Capital"," Salpingografos","",""
"Capital"," Sanduicheira","",""
"Capital"," Sangrador de freios","",""
"Capital"," Sanitizadora","",""
"Capital"," Sax","",""
"Capital"," Sax alto","",""
"Capital"," Sax baritono","",""
"Capital"," Sax genis","",""
"Capital"," Sax horn","",""
"Capital"," Sax soprano","",""
"Capital"," Sax tenor","",""
"Capital"," Saxhorn alto","",""
"Capital"," Saxofone","",""
"Capital"," Saxofone alto","",""
"Capital"," Saxofone tenor","",""
"Capital"," Scanman","",""
"Capital"," Scanner","",""
"Capital"," Secador de ar comprimido","",""
"Capital"," Secador de cabelo","",""
"Capital"," Secador de mao","",""
"Capital"," Secador radiografico","",""
"Capital"," Secadora de filmes","",""
"Capital"," Secadora de papel","",""
"Capital"," Secadora de roupas","",""
"Capital"," Secadora para fotografias","",""
"Capital"," Secretaria eletronica","",""
"Capital"," Segador rotativo","",""
"Capital"," Sensitometro","",""
"Capital"," Seriografo para raio x","",""
"Capital"," Serra","",""
"Capital"," Serra circular","",""
"Capital"," Serra de disco","",""
"Capital"," Serra de esquadria","",""
"Capital"," Serra de fita","",""
"Capital"," Serra fixa","",""
"Capital"," Serra helicorte","",""
"Capital"," Serra manual","",""
"Capital"," Serra marmore","",""
"Capital"," Serra mecanica","",""
"Capital"," Serra para ferro","",""
"Capital"," Serra para gesso","",""
"Capital"," Serra tico tico","",""
"Capital"," Servo ventilador","",""
"Capital"," Shamporizador para lava rapido","",""
"Capital"," Simetrografo","",""
"Capital"," Simulador de caminhada","",""
"Capital"," Simulador de cavalgada","",""
"Capital"," Sinalizador acustico","",""
"Capital"," Sinalizador acustico visual","",""
"Capital"," Sinalizador luminoso","",""
"Capital"," Sinalizador visual","",""
"Capital"," Sincronizador para projetor","",""
"Capital"," Sintonizador","",""
"Capital"," Sirene","",""
"Capital"," Sirenes eletronica com cornetas","",""
"Capital"," Smith machine","",""
"Capital"," Socador de piso","",""
"Capital"," Sofa","",""
"Capital"," Sofanete","",""
"Capital"," Soft start","",""
"Capital"," Soldadora","",""
"Capital"," Sommier","",""
"Capital"," Sonar","",""
"Capital"," Sonophasys","",""
"Capital"," Soprador termico","",""
"Capital"," Souzafones","",""
"Capital"," Steps","",""
"Capital"," Stereo cassette deck","",""
"Capital"," Stereo tuner","",""
"Capital"," Submarino","",""
"Capital"," Sugador cirugico","",""
"Capital"," Supino","",""
"Capital"," Suporte com regulador de pressao","",""
"Capital"," Suporte de aco","",""
"Capital"," Suporte de hamper","",""
"Capital"," Suporte de madeira para espelho tipo envernizado","",""
"Capital"," Suporte de madeira para modelo de manequim","",""
"Capital"," Suporte em acrilico","",""
"Capital"," Suporte metalico p/mastros de bandeiras","",""
"Capital"," Suporte movel para montar motor","",""
"Capital"," Suporte p/ estufa","",""
"Capital"," Suporte para anilhas","",""
"Capital"," Suporte para bandeira","",""
"Capital"," Suporte para banner","",""
"Capital"," Suporte para bobina","",""
"Capital"," Suporte para braco","",""
"Capital"," Suporte para cabide","",""
"Capital"," Suporte para caixa de som","",""
"Capital"," Suporte para cartazes","",""
"Capital"," Suporte para chapeu","",""
"Capital"," Suporte para cpu","",""
"Capital"," Suporte para cpu e estabilizador","",""
"Capital"," Suporte para esterilizador","",""
"Capital"," Suporte para filtro de agua","",""
"Capital"," Suporte para flanelografo","",""
"Capital"," Suporte para furadeira","",""
"Capital"," Suporte para livro de presenca","",""
"Capital"," Suporte para maca","",""
"Capital"," Suporte para maquiagem","",""
"Capital"," Suporte para microcomputador","",""
"Capital"," Suporte para microondas","",""
"Capital"," Suporte para monitor de microcomputador","",""
"Capital"," Suporte para motores","",""
"Capital"," Suporte para nobreak","",""
"Capital"," Suporte para papel","",""
"Capital"," Suporte para partitura musical","",""
"Capital"," Suporte para pastas","",""
"Capital"," Suporte para perna","",""
"Capital"," Suporte para projetor de imagens","",""
"Capital"," Suporte para respiratorio","",""
"Capital"," Suporte para rolo de papel manilha","",""
"Capital"," Suporte para saco hamper","",""
"Capital"," Suporte para soro","",""
"Capital"," Suporte para tecido","",""
"Capital"," Suporte para teclado","",""
"Capital"," Suporte para teleradiografia","",""
"Capital"," Suporte para tv","",""
"Capital"," Suporte para tv e dvd","",""
"Capital"," Suporte para tv e video","",""
"Capital"," Suporte para tv,video e dvd","",""
"Capital"," Suporte para urna funeraria","",""
"Capital"," Surdo","",""
"Capital"," Surdo medio","",""
"Capital"," Surdo mor","",""
"Capital"," Switch","",""
"Capital"," Tabela de basquetebol","",""
"Capital"," Tabela de mini-basquete","",""
"Capital"," Tabua de avd","",""
"Capital"," Tabua de passar roupa","",""
"Capital"," Tabua de quadriceps","",""
"Capital"," Tabua proprioceptiva","",""
"Capital"," Tacografo","",""
"Capital"," Tacômetro","",""
"Capital"," Talha","",""
"Capital"," Tambor para gaze","",""
"Capital"," Tamborete","",""
"Capital"," Tamborete giratorio","",""
"Capital"," Tamborim","",""
"Capital"," Tanque de areia","",""
"Capital"," Tanque de combustivel","",""
"Capital"," Tanque de formulacao","",""
"Capital"," Tanque de lavagem de pecas","",""
"Capital"," Tanque de revelacao de filmes","",""
"Capital"," Tanque de revelacao triplex","",""
"Capital"," Tanque estacionario","",""
"Capital"," Tanque estacionario p/armaz.de asfalto","",""
"Capital"," Tanque para agua","",""
"Capital"," Tanque para transporte de agua","",""
"Capital"," Tanque pulverizador","",""
"Capital"," Tanque reservatorio","",""
"Capital"," Tanquinho para lavar roupas","",""
"Capital"," Tape deck","",""
"Capital"," Tape drive","",""
"Capital"," Teatro de fantoche","",""
"Capital"," Teclado ergonomico","",""
"Capital"," Teclado musical","",""
"Capital"," Teclado para microcomputador","",""
"Capital"," Tecnigrafo","",""
"Capital"," Tela cinematografica","",""
"Capital"," Tela para projecao","",""
"Capital"," Televisao de madeira","",""
"Capital"," Televisor","",""
"Capital"," Televisor de lcd","",""
"Capital"," Televisor de plasma","",""
"Capital"," Tenda de oxigenio","",""
"Capital"," Tenda piramidal","",""
"Capital"," Teodolito","",""
"Capital"," Terminal de microcomputador","",""
"Capital"," Termocauterio","",""
"Capital"," Termocera","",""
"Capital"," Termohigrometro","",""
"Capital"," Termometro de globo","",""
"Capital"," Termometro de globo digital","",""
"Capital"," Termonebulizador","",""
"Capital"," Termoseladora","",""
"Capital"," Tesoura mecanica","",""
"Capital"," Tesoura para cortar chapa","",""
"Capital"," Tesoura para cortar ferro","",""
"Capital"," Testador de bicos injetores","",""
"Capital"," Testador de cabos","",""
"Capital"," Testador de induzido","",""
"Capital"," Testador de modem","",""
"Capital"," Testador de motor de partida","",""
"Capital"," Testador de semicondutores","",""
"Capital"," Teste freio","",""
"Capital"," Thin client","",""
"Capital"," Timbale","",""
"Capital"," Timbau","",""
"Capital"," Timer","",""
"Capital"," Timpano","",""
"Capital"," Toalheiro","",""
"Capital"," Toca discos","",""
"Capital"," Toca fitas","",""
"Capital"," Tomada dupla para oxigenio","",""
"Capital"," Tomada tripla para oxigenio","",""
"Capital"," Tonometro","",""
"Capital"," Tonometro de aplanacao","",""
"Capital"," Torno de bancada","",""
"Capital"," Torno eletrico","",""
"Capital"," Torno giratorio","",""
"Capital"," Torno mecanico","",""
"Capital"," Torno para encanador","",""
"Capital"," Torno para madeira","",""
"Capital"," Torno para modelagem de barro","",""
"Capital"," Torquimetro","",""
"Capital"," Torradeira de farinha","",""
"Capital"," Torre para cd rom","",""
"Capital"," Traçador grafico","",""
"Capital"," Trampolim","",""
"Capital"," Tranceiver","",""
"Capital"," Transceptor fixo","",""
"Capital"," Transceptor movel","",""
"Capital"," Transceptor portatil","",""
"Capital"," Transcoder","",""
"Capital"," Transcodificador de sinais","",""
"Capital"," Transformador","",""
"Capital"," Transformador de voltagem","",""
"Capital"," Transformador para raio x","",""
"Capital"," Transformador para solda","",""
"Capital"," Transiluminador","",""
"Capital"," Transmissor de sinal","",""
"Capital"," Transmissor para instrumentos musicais","",""
"Capital"," Transmissor para microfone","",""
"Capital"," Transmissor para microfone sem fio","",""
"Capital"," Transportador mecanico continuo","",""
"Capital"," Trator automatico","",""
"Capital"," Trave","",""
"Capital"," Treinador de fala","",""
"Capital"," Treinador de fala coletivo","",""
"Capital"," Treinador de fala pararitimo","",""
"Capital"," Triangulo","",""
"Capital"," Triciclo","",""
"Capital"," Trombone","",""
"Capital"," Trombone de vara","",""
"Capital"," Trompa","",""
"Capital"," Trompete","",""
"Capital"," Trompete de vara","",""
"Capital"," Tuba","",""
"Capital"," Tubo de pitot para tirar pressao de agua em redes","",""
"Capital"," Tumbadora","",""
"Capital"," Tupia","",""
"Capital"," Turbidimetro","",""
"Capital"," Turbidimetro nefelometrico","",""
"Capital"," Turbilhao","",""
"Capital"," Ultracurve","",""
"Capital"," Umidificador","",""
"Capital"," Upa-upa","",""
"Capital"," Urna de madeira","",""
"Capital"," Usina de asfalto","",""
"Capital"," Usina rotativa","",""
"Capital"," Vacuometro","",""
"Capital"," Vaga oceanica","",""
"Capital"," Valvula de demanda","",""
"Capital"," Valvula para oxigenio","",""
"Capital"," Valvula redutora","",""
"Capital"," Valvula redutora de ar comprimido","",""
"Capital"," Valvula redutora de oxigenio","",""
"Capital"," Vaporetto","",""
"Capital"," Vaporizador","",""
"Capital"," Vassoura magica","",""
"Capital"," Vectonistagmografo","",""
"Capital"," Ventilador de coluna","",""
"Capital"," Ventilador de mesa","",""
"Capital"," Ventilador de parede","",""
"Capital"," Ventilador de pedestal","",""
"Capital"," Ventilador de teto","",""
"Capital"," Ventilador eletronico","",""
"Capital"," Ventilador pulmonar","",""
"Capital"," Viatura de combate a incendio","",""
"Capital"," Vibrador osseo","",""
"Capital"," Vibrador para concreto","",""
"Capital"," Video cassete","",""
"Capital"," Video cd","",""
"Capital"," Video game","",""
"Capital"," Violao","",""
"Capital"," Vitrine","",""
"Capital"," Vitrola","",""
"Capital"," Voador peitoral","",""
"Capital"," Vocalizador","",""
"Capital"," Voltimetro","",""
"Capital"," Vulcanizador","",""
"Capital"," Vulcanizador de pneus","",""
"Capital"," Webcam","",""
"Capital"," Workstation","",""
"Capital"," Xilofone","",""
"Capital"," Zabumba","",""
"Capital"," Zepelin","",""
"Capital","Abridor de lata eletrico","",""
"Capital","Acess point","",""
"Capital","Adipometro clínico","",""
"Capital","Afoxê","",""
"Capital","Agitador","",""
"Capital","Agogo","",""
"Capital","Alicate instrumento cirurgico","",""
"Capital","Amnioscópio","",""
"Capital","Amperímetro","",""
"Capital","Amplificador","",""
"Capital","Aparelho amalgamador","",""
"Capital","Aparelho de som","",""
"Capital","Apontador elétrico","",""
"Capital","Appliance","",""
"Capital","Aquecedor elétrico para confecção de órteses","",""
"Capital","Arado","",""
"Capital","Arco cirúrgico","",""
"Capital","Automóvel","",""
"Capital","Automóvel","",""
"Capital","Avental de chumbo","",""
"Capital","Bandolim","",""
"Capital","Banheira","",""
"Capital","Blu ray","",""
"Capital","Bomba de irrigação para endoscopia","",""
"Capital","Bomba submersível","",""
"Capital","Botijão garrafa térmica","",""
"Capital","Brinquedos","",""
"Capital","Brinquedoteca móvel","",""
"Capital","Cadeira  adutora e abdutora","",""
"Capital","Cadeira extensora graduada","",""
"Capital","Caixa instrumental cirúrgico","",""
"Capital","Caixa pe de carga para chassi","",""
"Capital","Cajon","",""
"Capital","Câmera digital","",""
"Capital","Câmera fotográfica","",""
"Capital","Camera video conferencia","",""
"Capital","Caminhão","",""
"Capital","Caminhão basculante","",""
"Capital","Caminhão carroceria","",""
"Capital","Caminhão pipa","",""
"Capital","Cancela manual","",""
"Capital","Canil","",""
"Capital","Carreta reboque tipo prancha","",""
"Capital","Carrinho de limpeza","",""
"Capital","Carrinho para endoscopia","",""
"Capital","Carro cuba","",""
"Capital","Carro térmico","",""
"Capital","Caxixi","",""
"Capital","Central de alarme","",""
"Capital","Chassi radiográfico","",""
"Capital","Chuveiro lava olhos","",""
"Capital","Colchão pneumático com motor","",""
"Capital","Colméia organizadora","",""
"Capital","Comando de bomba","",""
"Capital","Complemento de mesa","",""
"Capital","Cone extensão ajustável","",""
"Capital","Conjunto de nefrostomia percutânea","",""
"Capital","Cortina","",""
"Capital","Criocautério dermatológico","",""
"Capital","Criostato","",""
"Capital","Cuspideira","",""
"Capital","Delimitador de filas","",""
"Capital","Delineador paralelômetro","",""
"Capital","Dermatoscópio","",""
"Capital","Digitalizador de radiologia","",""
"Capital","Disjuntor tripolar on board","",""
"Capital","Distribuidor de composto orgânico","",""
"Capital","Divisor radiográfico","",""
"Capital","Divisória","",""
"Capital","Doca para notebook","",""
"Capital","Drone","",""
"Capital","Ducha elétrica","",""
"Capital","Ecógrafo","",""
"Capital","Elevador de piscina","",""
"Capital","Enxada rotativa","",""
"Capital","Escorredor de pratos industrial","",""
"Capital","Esqueleto animal","",""
"Capital","Esqueleto humano","",""
"Capital","Estabilizador","",""
"Capital","Estação de tratamento para resíduos radiológicos","",""
"Capital","Estante","",""
"Capital","Estufa bacteriologica","",""
"Capital","Evaporador rotativo","",""
"Capital","Extensor lombar","",""
"Capital","Firewall","",""
"Capital","Flexor abdominal sentado","",""
"Capital","Fluorímetro","",""
"Capital","Gabinete","",""
"Capital","Globo terrestre","",""
"Capital","Gravador de dvd externo","",""
"Capital","Gravador de holter","",""
"Capital","Gravador digital dvr","",""
"Capital","Guincho tipo girafa","",""
"Capital","Guindaste veicular","",""
"Capital","Hard disk externo","",""
"Capital","Instrumentos musicais","",""
"Capital","Itens adquiridos indevidamente no elem 52","",""
"Capital","Kit caminha empilhavel","",""
"Capital","Kit encanteirador","",""
"Capital","Kit robótica","",""
"Capital","Leitor de transponder","",""
"Capital","Lente de oftalmoscopia","",""
"Capital","Litotripsor","",""
"Capital","Livro","",""
"Capital","Lixeira","",""
"Capital","Localizador apical","",""
"Capital","Maçarico de corte","",""
"Capital","Maçarico de solda","",""
"Capital","Maquina de corte de moldes","",""
"Capital","Medidor de distância","",""
"Capital","Micromotor odontológico","",""
"Capital","Modelo para anatomia humana","",""
"Capital","Monitor de gases anestésicos","",""
"Capital","Monitor de radiologia","",""
"Capital","Motoniveladora","",""
"Capital","Motor de portao","",""
"Capital","Nasofaringolaringoscopio","",""
"Capital","Nefroscópio","",""
"Capital","Onibus","",""
"Capital","Pá agrícola","",""
"Capital","Pá carregadeira","",""
"Capital","Panela de pressao industrial","",""
"Capital","Panela eletrica","",""
"Capital","Panela ortodontica","",""
"Capital","Paredao de lona tri tennis","",""
"Capital","Peça reta para odontologia","",""
"Capital","Perfurador de solo tratorizado","",""
"Capital","Perneira","",""
"Capital","Persiana","",""
"Capital","Pinça","",""
"Capital","Pipeta","",""
"Capital","Pipoqueira","",""
"Capital","Planetario escolar","",""
"Capital","Polidora quimica","",""
"Capital","Poste para tênis","",""
"Capital","Prancha de emergência","",""
"Capital","Press lateral","",""
"Capital","Press peitoral graduado","",""
"Capital","Processadora para endoscopia","",""
"Capital","Queixada","",""
"Capital","Rack para datacenter","",""
"Capital","Rádio","",""
"Capital","Rádio portátil","",""
"Capital","Rebolo","",""
"Capital","Reco reco","",""
"Capital","Relógio sinaleiro","",""
"Capital","Roçadeira agrícola","",""
"Capital","Rolo compactador","",""
"Capital","Rosca apoiada scott","",""
"Capital","Sarrafo para salto em altura","",""
"Capital","Servidor","",""
"Capital","Servidor de rede","",""
"Capital","Set de prato","",""
"Capital","Simulador manequim","",""
"Capital","Sistema de vídeo para endourologia","",""
"Capital","Sistema fotodocumentação de géis","",""
"Capital","Sonic borden para ultrassom odontológico","",""
"Capital","Sulcador de linha","",""
"Capital","Suporte de instrumento musical","",""
"Capital","Tablet","",""
"Capital","Tambor musical","",""
"Capital","Tapete","",""
"Capital","Telelupa monocular","",""
"Capital","Tenda pantográfica","",""
"Capital","Terraceador agrícola de arrasto","",""
"Capital","Timba","",""
"Capital","Toldo","",""
"Capital","Torso","",""
"Capital","Trator","",""
"Capital","Trena a laser","",""
"Capital","Trijato com exaustor","",""
"Capital","Trocador de fraldas","",""
"Capital","Ureteroscópio","",""
"Capital","Ventilador","",""
"Capital","Vídeo porteiro","",""
"Capital","Violino","",""
"Capital","Violoncelo","",""
"Capital","Outros [Campo aberto para digitação)","",""
